age,annual_income,total_debt,dependents,savings,credit_score,credit_utilization,missed_payments,employment_length,loan_amount,loan_term_months,defaulted
33,19410,22511,4,6512,486,0.77,4,23,4159,12,1
22,30136,31095,3,11817,639,0.69,5,21,14408,36,1
42,60261,18625,0,12602,742,0.21,4,6,32438,48,0
46,25050,18110,4,12288,622,0.48,3,13,7262,36,1
46,23804,6195,1,12580,802,0.17,1,3,11780,60,0
42,35217,23551,2,9143,764,0.45,2,2,4388,48,0
59,31742,35370,0,1818,534,0.74,4,19,16113,60,1
64,36346,11325,3,13093,808,0.21,2,21,17305,36,0
58,69935,31016,0,38074,791,0.3,1,6,23470,24,0
46,16927,20189,3,7519,552,0.8,7,5,7687,12,1
25,23923,15927,2,6071,654,0.44,2,24,13030,36,0
50,28081,35742,1,14619,533,0.85,6,16,2949,48,1
43,24915,5183,2,2951,823,0.14,0,12,2566,24,0
53,35242,34519,1,19348,596,0.65,3,7,5785,12,1
43,28896,35735,0,8011,505,0.82,4,11,10558,48,1
55,41432,19728,3,9588,744,0.32,3,22,18715,48,0
31,26866,22225,1,3490,535,0.55,4,16,7818,60,1
34,13743,17654,2,4558,489,0.86,6,16,7278,12,1
56,28894,26605,2,4102,607,0.61,6,23,3804,48,1
54,31758,4346,0,5515,802,0.09,3,11,7013,12,0
59,21474,13583,0,12250,762,0.42,2,23,3228,60,0
60,44525,13961,3,2901,756,0.21,2,1,9804,12,0
37,20882,2504,2,1373,830,0.08,2,14,3215,12,0
25,38384,20829,0,7185,732,0.36,3,22,16497,36,0
44,22351,15353,3,10410,644,0.46,3,6,13380,24,0
21,26056,30954,1,1988,470,0.79,4,10,6545,12,1
39,50700,62757,3,14726,512,0.83,5,9,29119,12,1
30,27923,21804,1,12498,675,0.52,4,13,14373,24,0
27,15742,16574,3,6744,596,0.7,4,4,2307,24,1
38,13396,6976,0,2009,720,0.35,3,10,5665,36,0
23,73008,16348,2,38769,837,0.15,2,22,20706,36,0
35,72111,12902,4,6264,831,0.12,1,21,25658,12,0
23,28491,27339,4,6283,611,0.64,3,1,9063,60,1
52,36395,38036,3,11676,545,0.7,9,24,14342,12,1
29,47407,9676,0,11191,797,0.14,1,16,14754,24,0
34,28836,20995,0,12450,673,0.49,3,1,4398,24,0
49,54722,8891,2,22412,850,0.11,1,11,16561,60,0
62,41255,38172,2,3743,588,0.62,4,4,10110,60,1
47,22796,8325,4,4601,725,0.24,1,24,8316,12,0
60,58417,56184,4,29070,551,0.64,3,15,22734,48,1
39,44611,20618,0,10888,707,0.31,2,4,23074,60,0
41,30472,7821,1,2557,812,0.17,2,15,9918,48,0
44,37123,36474,0,18834,531,0.66,5,3,21600,24,1
49,26719,29599,3,4213,566,0.74,5,22,9458,36,1
49,31080,30007,0,2135,549,0.64,3,16,6678,60,1
36,45071,54914,1,22844,469,0.81,4,11,9019,24,1
54,10918,1627,0,847,850,0.1,0,20,3464,24,0
21,30339,6253,0,11358,769,0.14,0,3,5956,12,0
22,34444,28610,0,18237,658,0.55,4,7,13610,60,0
45,23906,12817,2,10005,745,0.36,3,18,9455,12,0
60,19909,24742,4,2199,567,0.83,6,10,8057,48,1
57,35236,11852,0,14151,772,0.22,1,17,15652,12,0
63,21923,3508,0,10562,848,0.11,1,1,7464,60,0
43,15787,8690,2,3005,687,0.37,3,22,2557,48,0
64,124348,49274,2,62901,731,0.26,2,21,24241,12,0
22,22232,28025,1,9957,552,0.84,5,16,2403,36,1
41,14371,5835,3,914,718,0.27,3,21,4417,12,0
29,14603,9189,4,1196,712,0.42,2,8,6793,36,0
44,41036,28712,2,7565,734,0.47,4,1,10524,36,0
48,19076,12052,0,10280,641,0.42,4,12,7327,24,0
56,23332,19518,4,12961,607,0.56,3,3,13030,24,1
35,39549,21899,3,22368,685,0.37,3,19,17227,12,0
43,44217,49727,1,18721,462,0.75,4,11,19754,24,1
46,22466,10350,4,8798,740,0.31,1,24,4384,36,0
46,71899,14651,3,39768,850,0.14,0,21,35244,36,0
51,27961,34715,0,11140,507,0.83,5,16,10759,24,1
63,33097,15970,1,15603,745,0.32,1,3,13539,24,0
33,83712,37622,2,31885,763,0.3,1,18,46916,36,0
44,40937,23155,0,16458,696,0.38,4,24,11561,60,0
59,16734,21626,3,5389,548,0.86,6,7,6124,24,1
45,20210,11077,3,3875,674,0.37,4,14,8733,12,0
43,53429,66721,2,7350,558,0.83,6,13,11968,12,1
48,25331,18875,0,13566,637,0.5,5,21,3286,12,1
23,14385,10418,1,778,631,0.48,3,16,7678,60,0
39,66371,85565,3,28153,488,0.86,6,17,26234,12,1
64,20993,25468,4,10664,465,0.81,4,15,9311,12,1
58,34037,6156,1,7288,806,0.12,1,20,9526,24,0
38,33463,22490,0,13292,702,0.45,2,8,13002,12,0
38,24456,7386,3,10252,850,0.2,2,9,6672,48,0
25,28874,16189,2,6664,720,0.37,3,3,12762,48,0
46,35722,43668,2,11842,561,0.81,6,0,18931,12,1
50,37306,24229,1,19381,621,0.43,4,16,10641,12,0
32,46052,28785,1,12063,689,0.42,2,14,26866,36,0
58,20951,24995,4,5924,549,0.8,5,3,7500,36,1
52,38943,50161,2,22793,507,0.86,5,23,18622,36,1
24,30405,26488,3,4718,673,0.58,4,18,4532,48,0
51,14002,7788,2,8221,723,0.37,3,18,3306,48,0
34,30036,16118,4,6174,700,0.36,4,16,15931,36,0
26,16416,5210,2,1515,745,0.21,2,3,6950,36,0
60,22478,4248,1,4453,811,0.13,0,10,3122,48,0
21,15263,7003,1,7297,715,0.31,3,17,5636,48,0
63,16338,6376,3,1753,835,0.26,1,16,2166,60,0
36,61563,50871,3,28314,634,0.55,4,7,13846,48,1
57,16659,6452,2,9579,799,0.26,3,7,5895,24,0
34,9096,1516,0,3487,755,0.11,0,13,3076,24,0
53,25060,32376,0,1662,504,0.86,7,8,6107,60,1
53,42448,21370,4,25189,654,0.34,3,20,14859,24,0
32,48352,61629,3,19618,471,0.85,8,17,5032,48,1
64,39847,37290,2,9252,627,0.62,5,14,21046,60,1
22,34551,39843,0,19043,557,0.77,4,23,18641,24,1
53,28882,34633,2,10662,584,0.8,4,8,13175,24,1
60,29722,23387,3,17274,615,0.52,3,7,7550,36,1
27,40905,29579,3,3316,622,0.48,3,7,20996,48,0
24,28510,34259,3,4002,545,0.8,4,5,5421,24,1
59,32755,21047,4,7261,607,0.43,2,13,12685,12,1
51,126575,31202,4,54522,850,0.16,0,4,54245,48,0
25,47004,51431,2,20811,580,0.73,7,5,16037,24,1
48,18372,4770,2,7719,847,0.17,2,1,4208,36,0
61,27650,33304,1,4057,545,0.8,6,0,6970,60,1
51,46220,55343,1,8251,591,0.8,4,18,12841,60,1
47,32423,12585,4,7751,737,0.26,1,23,7691,12,0
62,45921,43100,3,27084,594,0.63,3,13,25052,12,1
47,26902,7805,0,5856,707,0.19,2,8,14885,12,0
48,59420,23166,4,21832,760,0.26,1,2,15454,60,0
46,47291,11860,4,22998,850,0.17,2,11,14245,12,0
23,34550,26064,0,16800,652,0.5,3,16,8352,24,0
42,44472,23946,0,21193,729,0.36,2,4,10496,24,0
41,39795,35548,0,20796,583,0.6,3,16,17924,12,1
31,40410,23878,4,6865,637,0.39,3,11,8053,12,1
54,32179,32055,4,13733,617,0.66,4,3,17653,12,1
58,15037,7917,3,1899,693,0.35,3,19,8015,24,0
39,26551,33732,3,14191,446,0.85,6,23,6782,60,1
38,39002,16628,2,19587,724,0.28,2,14,4280,60,0
38,27142,4354,1,9097,771,0.11,2,8,5644,12,0
55,31891,12199,4,18384,775,0.26,2,23,9927,12,0
29,28911,15043,1,8654,696,0.35,6,19,8922,36,0
34,18282,9550,0,8482,646,0.35,2,0,2895,48,0
26,18368,10198,3,4525,684,0.37,4,0,8018,12,0
43,20599,3263,1,3248,807,0.11,0,6,4662,36,0
61,20660,23341,1,2920,621,0.75,5,18,12163,12,1
39,17989,20644,3,7361,546,0.77,6,13,3449,24,1
22,20594,16010,0,11980,661,0.52,5,15,4832,12,0
53,18139,8745,4,5569,716,0.32,2,16,5736,12,0
28,29571,30649,2,11637,593,0.69,4,13,13613,36,1
25,15412,5568,4,2923,768,0.24,1,21,4692,12,0
50,30463,32865,0,3952,557,0.72,5,4,15979,24,1
33,43219,23627,2,16392,731,0.36,3,21,11069,12,0
57,33509,9735,3,11478,754,0.19,4,15,9025,24,0
21,26439,12385,2,2697,703,0.31,3,2,13823,12,0
58,27902,27325,2,4122,618,0.65,4,22,11059,12,1
23,30065,34186,0,11695,536,0.76,5,14,11495,48,1
42,31153,5527,1,9560,809,0.12,0,5,18252,60,0
43,24914,23147,1,9133,681,0.62,6,12,8237,36,1
30,22055,10589,2,6487,692,0.32,2,0,12686,36,0
51,31374,30939,2,14831,596,0.66,4,20,17438,60,1
43,30583,13440,1,5584,698,0.29,2,18,17544,48,0
44,85344,90752,0,10280,586,0.71,5,10,32454,60,1
64,21176,19585,4,12478,605,0.62,4,2,11709,24,1
31,22225,15449,0,8298,730,0.46,3,13,9739,48,0
29,28587,8211,4,9108,780,0.19,2,20,5783,12,0
32,32605,3749,4,15332,792,0.08,4,4,16129,24,0
60,21970,27228,4,5259,547,0.83,5,24,12880,12,1
24,43781,24852,0,10090,758,0.38,3,17,4694,60,0
28,31455,39824,3,4274,449,0.84,6,2,7459,60,1
37,22117,13489,2,2748,768,0.41,4,9,9947,60,0
27,17130,4269,3,8516,805,0.17,1,14,8686,60,0
28,38027,41798,2,17875,474,0.73,5,12,22042,60,1
34,36757,38413,3,12429,558,0.7,6,12,12090,36,1
37,27659,26173,2,15633,693,0.63,4,0,3470,60,1
23,19824,9661,0,9470,770,0.32,1,23,4162,24,0
60,24581,10284,0,11923,710,0.28,2,3,8049,36,0
25,38681,13382,3,3318,677,0.23,3,24,15947,48,0
23,31082,12923,1,12156,740,0.28,4,18,14452,36,0
50,40980,43794,1,8778,530,0.71,4,1,6010,60,1
58,37410,12381,0,20708,813,0.22,3,6,6247,48,0
34,72226,14335,2,30821,780,0.13,1,14,13331,24,0
45,17899,5784,2,8896,792,0.22,2,11,9802,60,0
21,29909,11050,3,7002,734,0.25,1,0,16746,60,0
42,35586,17226,1,21267,678,0.32,1,8,15624,60,0
56,30299,39372,1,15243,484,0.87,7,19,5399,60,1
64,27504,31346,0,14931,548,0.76,5,6,8653,36,1
47,35629,5830,2,20927,770,0.11,1,14,18294,48,0
50,20864,3986,1,2645,724,0.13,0,22,6759,12,0
36,35589,28782,0,11064,657,0.54,4,11,7377,48,0
25,24974,8663,0,7939,718,0.23,2,7,9210,48,0
42,27413,10407,4,10121,731,0.25,3,10,5773,36,0
48,18799,24378,3,6441,569,0.86,7,3,10306,48,1
31,17171,6392,1,7165,800,0.25,2,14,4190,12,0
48,35499,4298,1,16309,850,0.08,1,16,14110,12,0
21,28055,16424,0,9237,656,0.39,3,18,11348,12,0
42,15698,13600,1,7688,660,0.58,5,7,2125,60,1
46,11879,4941,4,2516,702,0.28,2,14,4956,60,0
24,45766,31532,0,17265,716,0.46,7,7,14413,24,1
26,10698,12381,4,5888,546,0.77,4,17,2951,12,1
21,19212,14372,3,3051,671,0.5,2,9,9363,12,0
38,12344,4599,1,2927,730,0.25,2,16,6039,36,0
31,26242,31923,4,8983,433,0.81,5,6,11531,12,1
60,41686,37780,0,22191,596,0.6,4,13,4586,60,1
44,25654,7681,2,1851,744,0.2,1,13,6165,24,0
60,29802,16345,4,6816,649,0.37,5,5,6315,36,0
23,21136,12072,3,1776,719,0.38,3,7,5436,48,0
40,23819,24209,1,2184,643,0.68,5,18,5028,48,1
43,46276,17224,3,17266,812,0.25,1,6,23764,60,0
33,21394,24919,1,3011,551,0.78,6,22,6716,36,1
45,31552,12912,0,1855,722,0.27,1,8,6865,24,0
23,18854,11968,2,10447,727,0.42,2,7,1922,60,0
28,31722,8973,1,14222,706,0.19,2,20,5369,12,0
49,15869,19950,0,4693,545,0.84,6,3,1846,24,1
58,22793,25193,0,6718,555,0.74,5,12,7096,12,1
28,32168,31630,4,7091,609,0.66,4,11,14252,24,1
62,36194,44773,0,14542,473,0.82,4,21,15046,12,1
56,26120,29651,0,6164,546,0.76,5,14,11208,24,1
53,30745,24488,4,6315,645,0.53,4,18,10338,12,1
46,34787,15973,2,7419,707,0.31,2,8,16977,48,0
62,33403,23345,2,4631,669,0.47,2,16,10922,12,0
41,40866,21887,3,18012,702,0.36,2,14,19388,12,0
26,25703,15341,2,12175,755,0.4,4,5,11084,36,0
56,30781,6047,3,13504,758,0.13,1,5,13870,24,0
36,56270,38226,2,19753,640,0.45,2,22,31694,24,0
61,69700,23095,2,37375,760,0.22,2,11,29781,60,0
25,39054,6115,0,4651,788,0.1,2,8,16460,48,0
48,46803,17972,4,15844,724,0.26,3,10,5520,60,0
29,12021,7212,2,6031,665,0.4,3,23,5884,24,0
22,46531,14621,4,12443,765,0.21,1,1,9998,48,0
41,33355,16315,4,9440,692,0.33,2,16,9302,12,0
23,13503,11754,0,6995,604,0.58,3,3,5917,24,1
64,21063,14977,0,7576,735,0.47,4,4,2395,24,0
34,88997,92340,3,36333,566,0.69,6,5,41598,12,1
29,24681,6563,3,9738,822,0.18,2,12,6732,48,0
42,14748,17706,0,6748,497,0.8,6,10,6100,48,1
32,79427,72987,3,13632,608,0.61,3,20,32010,48,1
21,19581,24491,3,8230,517,0.83,5,24,10972,12,1
31,16966,17256,1,3829,543,0.68,6,8,6978,60,1
62,27027,32405,2,9381,633,0.8,5,20,8458,36,1
54,14039,5709,3,2863,779,0.27,1,17,5612,60,0
48,17711,16245,3,7158,622,0.61,5,20,4100,48,1
52,40967,42938,0,12417,568,0.7,4,22,8764,12,1
32,66169,83282,1,14719,530,0.84,7,24,21509,48,1
52,24245,4364,3,3166,828,0.12,0,20,2485,12,0
57,23718,5542,1,2391,764,0.16,0,12,6088,36,0
54,18644,9755,4,10359,776,0.35,2,18,3890,48,0
30,16259,20792,2,2258,577,0.85,7,0,6227,48,1
50,12298,1946,4,2838,806,0.11,3,12,6467,48,0
35,23316,9504,1,12901,732,0.27,2,21,13974,36,0
23,14807,1839,1,3355,822,0.08,1,9,5301,24,0
30,61917,32821,0,29535,675,0.35,2,8,21885,48,0
32,11393,6447,4,6035,689,0.38,2,7,2378,12,0
22,20179,13620,4,11681,683,0.45,3,11,9031,36,0
55,26641,15101,1,8522,713,0.38,2,19,8725,60,0
38,35715,22268,1,20011,782,0.42,2,23,12486,24,0
26,22719,20364,1,12446,633,0.6,3,4,7451,60,1
59,32756,12758,1,11296,738,0.26,1,0,19132,24,0
52,40228,40434,0,5167,588,0.67,4,18,23922,36,1
35,21079,7847,4,2145,746,0.25,3,24,6280,24,0
38,43777,6241,2,20152,794,0.1,1,4,13255,24,0
43,29823,3261,1,4380,843,0.07,2,16,7727,24,0
37,41475,25079,3,8778,652,0.4,3,4,20977,36,0
26,26574,17211,0,10022,743,0.43,3,7,11661,12,0
60,48519,47673,1,25606,575,0.66,4,24,12908,12,1
41,18774,19296,2,2118,471,0.69,6,11,2520,60,1
23,9527,12260,2,3461,507,0.86,7,23,1338,36,1
43,32495,33776,0,3131,570,0.69,5,3,18319,48,1
25,36525,13033,4,20956,727,0.24,1,11,6652,12,0
54,17024,13625,3,4094,595,0.53,3,22,5717,60,1
60,12167,14283,1,2747,538,0.78,6,14,3057,60,1
53,16707,17826,3,4966,636,0.71,5,18,6215,24,1
45,40390,38433,4,21699,576,0.63,5,4,11681,12,1
31,12746,6479,1,2274,729,0.34,3,5,3120,36,0
37,21621,13869,4,7066,637,0.43,3,16,4191,12,1
62,31389,23493,4,9775,614,0.5,3,13,18614,60,1
53,47829,33929,4,17485,660,0.47,2,14,25152,12,0
64,18591,4918,2,2400,708,0.18,1,16,10301,60,0
40,35797,21866,4,3927,739,0.41,4,0,5872,24,0
39,16920,7027,4,5857,645,0.28,3,23,7004,24,0
39,31269,17225,0,4991,674,0.37,3,17,8171,12,0
21,19609,8688,2,8404,760,0.3,2,2,3226,24,0
33,25996,20378,4,12560,692,0.52,4,16,10974,60,1
42,12120,4997,2,709,777,0.27,1,17,5357,48,0
37,24174,25047,0,2454,577,0.69,5,7,9070,36,1
48,38994,17915,4,15050,754,0.31,2,6,8196,60,0
39,12924,9667,2,2893,593,0.5,3,3,2357,48,1
36,13447,9795,4,5998,627,0.49,4,11,3933,60,1
63,20421,7645,2,5073,723,0.25,3,15,7826,60,0
49,36288,46127,2,13149,495,0.85,5,12,14725,60,1
40,33766,38773,1,3146,507,0.77,4,10,19151,12,1
31,32857,11542,1,8216,796,0.23,2,14,14016,48,0
64,46896,49609,3,10535,591,0.71,5,22,23549,24,1
46,56039,16832,0,31763,753,0.2,2,16,15838,12,0
21,58030,40930,2,30431,689,0.47,4,8,19042,12,0
45,21072,3048,4,6666,844,0.1,0,22,8334,36,0
53,35180,40265,1,13753,672,0.76,6,3,3862,60,1
60,19852,19902,2,8229,635,0.67,5,17,5592,48,1
35,18137,20602,3,3942,538,0.76,4,0,3697,60,1
58,25536,9591,3,15242,734,0.25,2,18,2582,48,0
60,26452,23921,1,7837,585,0.6,5,10,3256,60,1
35,23334,14771,3,7801,629,0.42,2,18,6468,36,0
48,40681,14906,4,3224,709,0.24,2,10,23815,24,0
23,30872,40014,0,10454,508,0.86,5,12,17232,12,1
38,29867,8526,1,6451,778,0.19,2,24,12168,12,0
22,32836,10027,1,19436,781,0.2,1,12,17203,12,0
23,16862,15416,2,8791,683,0.61,3,15,5969,12,1
51,42276,35019,4,20596,691,0.55,6,6,16784,48,1
30,20868,15452,4,10184,589,0.49,4,13,9814,60,1
44,99807,103250,2,45140,608,0.69,4,0,25665,24,1
25,24440,10355,0,2351,663,0.28,3,21,3033,60,0
57,22609,22902,2,8230,544,0.68,7,5,3090,24,1
51,25353,20288,4,11369,685,0.53,6,16,15069,60,1
37,40471,51563,4,15399,477,0.85,7,16,18257,60,1
26,25075,31672,0,12104,549,0.84,7,2,9238,36,1
60,27023,35080,1,4726,480,0.87,6,16,13152,48,1
22,21562,18478,3,4536,632,0.57,3,13,11618,60,0
47,18493,9393,3,6824,640,0.34,3,21,7558,48,0
53,27148,34671,2,11966,450,0.85,6,18,12774,60,1
34,19250,19904,4,8977,591,0.69,9,7,5424,60,1
32,36745,17990,3,12990,776,0.33,1,13,10837,36,0
60,18760,10080,2,5348,648,0.36,2,1,6385,12,0
32,14717,7824,0,2158,783,0.35,3,7,6490,36,0
54,13069,8141,1,3506,706,0.42,2,5,5940,24,0
58,14626,13007,3,5937,614,0.59,4,12,3406,48,1
45,28277,20725,1,10630,686,0.49,2,23,9031,36,0
47,41962,4524,4,24290,798,0.07,1,3,5065,24,0
41,21449,21416,2,5317,570,0.67,4,9,8295,60,1
53,27783,30953,3,14298,499,0.74,5,19,6494,60,1
59,38902,46785,2,17781,579,0.8,5,5,17420,36,1
49,30153,13814,4,3717,748,0.31,1,5,8155,48,0
39,23505,26140,0,8169,536,0.74,4,13,5812,12,1
22,20913,2507,0,6213,841,0.08,1,17,9721,24,0
31,27650,12308,2,6250,708,0.3,1,24,10001,60,0
31,15238,10749,2,1647,783,0.47,2,16,3515,36,0
61,32714,40004,0,1977,497,0.82,6,5,9166,48,1
23,22716,2558,1,6213,812,0.08,2,7,7109,36,0
52,37810,7595,1,9107,796,0.13,0,21,10503,60,0
60,10462,11632,1,549,625,0.74,6,20,5644,48,1
52,29166,18845,1,4107,694,0.43,2,10,5828,24,0
36,37409,47846,0,20146,515,0.85,7,1,9150,36,1
27,15187,7940,3,5614,728,0.35,4,23,6208,12,0
41,16291,16177,1,4504,471,0.66,4,23,8080,36,1
43,28593,7015,1,11443,816,0.16,1,20,12496,12,0
29,32451,30406,0,13313,621,0.62,3,6,6011,12,1
38,35432,43883,2,10306,487,0.83,6,11,7846,24,1
52,60062,9598,3,34725,818,0.11,0,7,9929,48,0
28,31429,20646,4,8465,632,0.44,3,2,6651,48,1
63,29166,36760,1,17265,532,0.84,5,16,6612,48,1
30,16230,5889,1,7954,708,0.24,3,16,4961,48,0
48,22811,6190,0,4750,750,0.18,2,4,9213,12,0
58,19731,3128,4,8962,850,0.11,1,24,5226,60,0
52,24515,4388,3,4087,836,0.12,1,14,11510,12,0
29,21735,18240,4,2167,587,0.56,3,16,8472,24,1
59,39940,34900,1,5819,607,0.58,5,10,10331,60,1
21,52917,8195,0,12340,799,0.1,1,7,24975,12,0
52,23967,21757,3,3542,589,0.61,3,1,3635,60,1
44,27827,9196,1,8600,734,0.22,2,12,16269,60,0
53,24572,16323,1,6363,717,0.44,5,15,2523,36,0
28,48489,42438,3,21565,612,0.58,3,16,5462,12,1
21,31469,24816,1,13821,645,0.53,4,16,3363,36,0
51,17884,13930,3,6747,613,0.52,4,19,5333,36,1
48,31224,37020,2,12445,478,0.79,5,17,14303,24,1
56,14154,9384,3,1754,624,0.44,2,19,2829,24,1
41,24251,19456,4,3781,632,0.53,4,12,8099,48,1
21,21083,26924,2,11244,503,0.85,9,4,5577,48,1
61,25365,29653,4,1274,584,0.78,5,24,14753,36,1
23,61754,63286,3,5494,597,0.68,6,3,30304,60,1
27,26309,25084,1,15649,654,0.64,4,7,4008,12,1
55,19614,24786,4,10610,531,0.84,5,16,9888,36,1
34,28494,6134,4,7983,746,0.14,0,18,11646,48,0
49,34753,8866,2,20101,759,0.17,4,18,5944,60,0
25,36160,15604,0,13934,778,0.29,1,5,21237,24,0
41,18808,20899,1,3451,513,0.74,4,16,5532,60,1
38,18366,21950,4,9872,485,0.8,5,4,5666,24,1
60,24537,15233,4,10983,621,0.41,2,18,8211,48,0
43,18915,23348,0,3094,523,0.82,5,24,4874,12,1
39,44444,10751,1,18966,812,0.16,1,19,14695,36,0
52,17326,19940,0,6221,510,0.77,4,22,4216,60,1
44,23004,26588,3,3892,569,0.77,5,14,3566,48,1
35,43078,26032,3,19603,668,0.4,5,22,17130,36,1
37,22322,10393,0,12389,734,0.31,1,17,7355,48,0
38,35618,4724,2,9435,821,0.09,1,9,20163,48,0
28,66001,10804,4,19758,773,0.11,2,6,19912,60,0
28,50581,14433,1,9777,732,0.19,2,17,6585,24,0
56,24096,23789,3,8930,551,0.66,3,7,5254,60,1
21,20846,5483,3,9377,761,0.18,1,1,9080,48,0
42,29661,16882,3,2788,675,0.38,2,11,14285,24,0
50,28182,29556,1,12091,550,0.7,6,18,7672,60,1
51,29217,31377,1,7414,592,0.72,6,15,8837,48,1
30,22233,8802,1,6791,822,0.26,1,24,6889,60,0
30,20715,21642,4,12071,662,0.7,5,0,3055,48,1
22,23935,27269,3,11124,528,0.76,5,24,7346,60,1
41,49428,37660,1,18311,617,0.51,4,0,10155,48,1
37,18399,21334,2,9046,542,0.77,5,5,8111,36,1
36,38400,38191,4,13772,519,0.66,4,23,7088,60,1
63,24339,21770,1,4984,646,0.6,3,9,8715,12,0
47,26861,13342,0,11849,713,0.33,1,20,5123,60,0
56,24054,21911,4,13596,534,0.61,3,6,6315,12,1
23,36953,45047,1,11665,510,0.81,4,17,21557,48,1
40,66352,32928,3,32288,850,0.33,3,7,29281,48,0
26,36968,12692,3,18474,705,0.23,1,8,20160,12,0
34,23959,18228,4,6891,718,0.51,3,5,13835,36,0
23,34642,8273,4,8814,850,0.16,1,10,3902,60,0
53,62580,18357,3,25780,770,0.2,2,4,28878,36,0
61,14261,13631,3,2089,613,0.64,4,16,4447,12,1
59,26993,10313,2,13842,832,0.25,2,0,7916,48,0
52,49307,31081,1,10977,730,0.42,2,2,13625,36,0
32,36040,13566,1,20507,737,0.25,1,8,4660,60,0
43,49926,11243,3,15616,776,0.15,0,23,5983,36,0
21,30456,17479,4,17134,686,0.38,3,11,8891,24,0
42,39106,45263,1,9542,538,0.77,5,21,8788,24,1
64,28961,14943,1,3434,738,0.34,3,16,9104,24,0
22,14611,7611,0,1949,726,0.35,3,11,6211,60,0
35,11642,4786,1,6161,825,0.27,1,13,5071,48,0
39,28715,35490,2,15609,520,0.82,4,12,8741,48,1
56,33920,33689,3,12928,541,0.66,5,8,8330,36,1
31,31534,11496,3,11412,838,0.24,2,24,18680,12,0
55,28630,23482,2,4951,577,0.55,4,12,6918,12,1
27,16957,14030,3,8671,700,0.55,4,16,3818,36,0
31,24653,24646,0,1332,573,0.67,4,5,14193,36,1
47,41664,47687,4,8555,518,0.76,4,3,15774,36,1
35,12101,4371,4,866,706,0.24,1,8,4740,48,0
28,31830,19122,2,12355,737,0.4,3,2,15707,36,0
50,30961,34282,2,14800,486,0.74,7,20,4535,48,1
51,27829,32812,0,1918,593,0.79,9,24,12047,60,1
63,29423,5968,0,9415,793,0.14,0,15,5150,48,0
45,25652,26297,3,11159,597,0.68,4,2,7342,36,1
29,28009,27607,3,11605,633,0.66,6,1,12538,24,1
46,14921,15179,1,8518,653,0.68,4,14,4544,24,1
52,18325,4798,1,1600,813,0.17,1,14,2757,24,0
62,57568,9298,0,9375,772,0.11,2,1,20830,36,0
63,26670,8468,1,11864,796,0.21,1,12,10698,60,0
45,20624,26298,0,2236,540,0.85,6,3,11874,36,1
35,19439,9056,0,5682,770,0.31,2,6,6710,12,0
56,25005,30625,4,12218,524,0.82,7,13,11032,12,1
36,35464,34927,2,19991,563,0.66,3,17,6832,36,1
31,57153,43346,2,30552,665,0.51,5,19,24627,24,0
54,22955,2331,1,9806,769,0.07,1,2,8263,60,0
31,39651,11749,0,13994,740,0.2,3,0,17816,24,0
63,23457,14442,1,12139,659,0.41,4,5,6057,48,0
48,34367,11507,3,14176,828,0.22,1,16,9399,48,0
50,19015,2205,1,7955,773,0.08,2,5,8996,48,0
52,33482,13472,1,4492,747,0.27,1,3,4737,12,0
29,31580,7375,1,7114,768,0.16,1,20,12868,24,0
64,39385,29170,0,6138,763,0.49,5,1,4822,36,0
29,37245,46138,1,15127,525,0.83,4,14,5092,24,1
44,24927,16131,1,12032,642,0.43,2,8,12724,24,0
57,33042,33921,2,17904,580,0.68,4,7,11951,36,1
37,47503,14191,4,13956,784,0.2,1,10,12501,24,0
26,14971,1771,3,6022,717,0.08,2,7,8857,12,0
52,45817,8074,1,18164,847,0.12,0,21,16668,36,0
63,21971,16375,0,7152,626,0.5,3,3,5152,36,0
33,19650,24750,0,9681,543,0.84,5,22,4432,36,1
40,25018,29422,2,11851,578,0.78,4,8,9637,24,1
24,32630,24184,4,8117,573,0.49,2,8,14491,48,1
33,21689,6260,1,2245,827,0.19,2,5,7122,24,0
59,15599,12493,3,1958,573,0.53,4,8,1888,60,1
33,18325,2246,3,10928,794,0.08,0,6,6485,36,0
55,37421,42498,2,12140,562,0.76,5,6,13675,24,1
26,34432,29322,4,13774,599,0.57,3,24,12961,60,1
37,12232,14181,0,4671,493,0.77,6,10,5948,48,1
56,38946,5518,2,17772,838,0.09,2,13,8628,24,0
25,15690,10373,4,6299,660,0.44,2,15,9169,36,0
47,48375,30216,4,2942,636,0.42,2,2,7619,60,0
38,14813,5629,2,2576,745,0.25,4,3,3833,60,0
61,36430,38139,4,10102,543,0.7,5,18,21566,48,1
42,21681,17616,0,8998,552,0.54,3,16,4284,48,1
25,23215,7993,4,11793,720,0.23,2,15,13171,12,0
39,16892,12052,0,6718,681,0.48,3,20,2558,12,0
54,28265,29694,1,15855,533,0.7,5,1,4797,60,1
24,33547,11458,0,5966,724,0.23,2,24,12434,48,0
35,31278,39061,4,11936,495,0.83,7,10,9697,36,1
24,13925,1903,3,2908,800,0.09,0,12,4975,36,0
27,27477,26548,4,15790,639,0.64,3,10,6399,60,1
43,16100,5122,2,8352,803,0.21,3,22,7376,48,0
50,8716,10893,0,3233,512,0.83,5,15,3252,12,1
28,10214,3875,2,1359,739,0.25,2,12,4002,24,0
22,25206,4629,2,3515,809,0.12,0,23,7163,48,0
34,16660,3905,0,8190,718,0.16,2,3,5829,48,0
